"","hhid","pnum","pumsSerialNo","persType","persTypeDetailed","age","gender","industry","schlGrade","educLevel","workPlaceType","workPlaceTaz","workPlaceMaz","schoolType","schoolTaz","schoolMaz","usualCarId","dailyActivityPattern","specEvtParticipant","jointTour1Role","jointTour2role","obPeChauffBund1","obPeChauffBund2","obPeChauffBund3","obRsChauffBund","obPePassBund","obRsPassBund","ibPeChauffBund1","ibPeChauffBund2","ibPeChauffBund3","ibRsChauffBund","ibPePassBund","ibRsPassBund","studentDorm","studentRent","activityString"
"10596",6654,1,2007001071616,1,1,35,1,55,0,13,2,409,20408,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"10597",6654,2,2007001071616,4,13,33,2,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-8-0]"
"15265",9452,1,2008001282048,1,1,54,1,48,0,9,2,183,20182,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0]"
"15266",9452,2,2008001282048,4,13,44,2,0,0,12,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-8-72-73-0]"
"17130",10421,1,2011000733696,1,3,21,2,71,6,11,2,2089,22088,2,126,20125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-42-0]"
"17131",10421,2,2011000733696,3,11,21,2,71,6,11,2,1972,21971,2,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-2-0]"
"21824",13095,1,2007000940544,3,9,19,1,0,6,9,0,0,0,2,226,20225,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-72-0-9-62-73-0]"
"21825",13095,2,2007000940544,3,12,19,1,61,6,10,2,230,20229,2,149,20148,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"22121",13257,1,2008000757760,3,10,20,1,81,6,11,2,582,20581,2,1836,21835,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-2-0]"
"25639",15270,1,2007001202688,4,13,42,2,0,0,9,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0]"
"25640",15270,2,2007001202688,8,21,3,1,0,1,1,0,0,0,2,147,20146,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0]"
"25939",15474,1,2009000443904,4,13,62,2,0,0,9,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"25940",15474,2,2009000443904,4,13,62,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-8-62-0]"
"29314",17525,1,2011000733696,1,3,21,2,71,6,11,2,154,20153,2,360,20359,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
"29315",17525,2,2011000733696,3,10,21,2,71,6,11,2,597,20596,2,1170,21169,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-2-0]"
"34540",20741,1,2010000392192,3,9,18,2,0,6,11,0,0,0,2,150,20149,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-5-2-0-2-0-9-0]"
"36275",21774,1,2008001150976,2,4,41,2,62,0,13,2,382,20381,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-8-9-0-9-6-0-61-42-42-0-42-0]"
"36276",21774,2,2008001150976,1,1,40,1,31,0,13,2,246,20245,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-8-9-0-9-6-0]"
"36277",21774,3,2008001150976,7,19,11,1,0,4,3,0,0,0,1,156,20155,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-73-0-8-9-0-9-6-0]"
"36278",21774,4,2008001150976,7,19,9,2,0,3,2,0,0,0,1,227,20226,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-72-0-8-9-0-9-0]"
"36638",21950,1,2009000837120,5,15,84,1,0,0,13,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"36639",21950,2,2009000837120,5,15,82,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-61-9-71-5-61-5-0]"
"36736",22019,1,2009999998976,1,1,25,2,44,0,13,2,224,20223,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-15-0]"
"40248",25849,1,2009000312832,3,8,18,2,0,6,10,0,0,0,2,216,20215,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-5-2-0-61-5-0]"
"40326",25944,1,2009000312832,3,10,18,2,61,6,10,2,216,20215,2,216,20215,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-0-5-0]"
"42936",29390,1,2011000209408,3,11,20,2,61,6,11,2,216,20215,2,216,20215,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-9-62-72-73-5-0]"
"46904",32904,1,2011001126912,3,8,25,1,0,7,13,0,0,0,2,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0]"
"46905",32904,2,2011001126912,1,1,25,2,54,0,12,2,31,20030,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-72-1-0]"
"50133",34457,1,2007000416256,3,12,20,2,72,6,11,2,65,20064,2,149,20148,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0]"
"50134",34457,2,2007000416256,3,10,20,2,45,6,11,2,329,20328,2,1836,21835,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0]"
"50135",34457,3,2007000416256,1,3,21,2,44,6,11,2,45,20044,2,149,20148,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-73-0-8-0]"
"63496",42861,1,2009000181760,1,1,39,2,62,0,11,1,301,20300,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-72-9-8-73-0]"
"63497",42861,2,2009000181760,1,1,57,1,56,0,11,2,428,20427,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"[0-412-1-72-1-0]"
"63498",42861,3,2009000181760,7,19,14,1,0,5,5,0,0,0,2,301,20300,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"63499",42861,4,2009000181760,7,19,12,1,0,0,4,0,0,0,1,136,20135,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63500",42861,5,2009000181760,7,19,8,1,0,3,2,0,0,0,1,440,20439,-1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"[0-3-0]"
"63627",42908,1,2009000706048,1,1,36,2,62,0,9,2,309,20308,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-72-0-9-0]"
"63628",42908,2,2009000706048,6,16,19,2,72,5,7,2,272,20271,1,1367,21366,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63629",42908,3,2009000706048,6,17,17,2,0,5,6,0,0,0,1,225,20224,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63630",42908,4,2009000706048,7,19,13,2,0,4,2,0,0,0,1,95,20094,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-62-9-0]"
"63631",42908,5,2009000706048,7,19,12,2,0,4,3,0,0,0,2,301,20300,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0]"
"63632",42908,6,2009000706048,7,19,11,1,0,3,2,0,0,0,1,213,20212,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63633",42908,7,2009000706048,7,19,8,1,0,0,1,0,0,0,1,562,20561,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63634",42908,8,2009000706048,7,20,6,1,0,3,2,0,0,0,1,196,20195,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"63635",42908,9,2009000706048,8,22,5,2,0,0,2,0,0,0,1,216,20215,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"63636",42908,10,2009000706048,8,21,4,2,0,1,1,0,0,0,1,276,20275,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"63637",42908,11,2009000706048,8,21,0,1,0,0,0,0,0,0,2,301,20300,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"63702",42944,1,2010000130048,3,10,19,2,61,6,11,2,123,20122,2,216,20215,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-61-2-0]"
"68572",46082,1,2007000154112,4,13,49,2,0,0,4,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-73-5-0]"
"74028",49466,1,2009000706048,1,1,25,1,23,0,9,2,291,20290,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-9-73-8-0]"
"74029",49466,2,2009000706048,3,11,23,1,72,6,12,2,159,20158,2,1170,21169,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"83145",54429,1,2009001230336,1,1,47,2,44,0,12,2,139,20138,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"86613",56278,1,2007000940544,2,4,51,2,72,0,11,2,997,20996,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"87628",56881,1,2010000261120,4,13,30,1,0,0,13,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
"90467",58962,1,2009000443904,1,1,55,1,31,0,10,2,2634,22633,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-72-1-0-7-0-5-0-73-8-0]"
"90468",58962,2,2009000443904,1,1,55,2,52,0,11,2,151,20150,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-9-72-62-0-7-0-5-0]"
"91976",59745,1,2010000785408,5,15,73,2,0,0,12,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"91977",59745,2,2010000785408,5,15,78,1,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-61-0]"
"92077",59806,1,2010001047552,4,13,49,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"92078",59806,2,2010001047552,1,1,50,1,42,0,9,2,2141,22140,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-72-0-1-0]"
"92079",59806,3,2010001047552,6,16,18,2,62,5,7,2,146,20145,1,109,20108,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-8-73-0]"
"92714",60146,1,2009000050688,1,1,27,1,52,0,11,2,1123,21122,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
"92715",60146,2,2009000050688,4,13,21,2,0,0,9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"92716",60146,3,2009000050688,8,21,0,1,0,0,0,0,0,0,2,110,20109,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"95661",61675,1,2009000050688,4,13,58,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"95662",61675,2,2009000050688,4,13,39,1,0,0,11,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
"97839",62935,1,2009001230336,4,13,42,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-411-61-0-61-5-5-0]"
"97840",62935,2,2009001230336,1,1,41,1,81,0,9,2,791,20790,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-72-1-9-73-0-8-0]"
"97841",62935,3,2009001230336,6,17,17,1,0,5,6,0,0,0,1,198,20197,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"97842",62935,4,2009001230336,7,19,14,1,0,5,5,0,0,0,1,78,20077,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"97843",62935,5,2009001230336,7,19,12,2,0,4,3,0,0,0,1,131,20130,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"104631",66255,1,2008000102400,4,13,44,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"104632",66255,2,2008000102400,7,19,13,2,0,4,4,0,0,0,1,203,20202,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"105132",66514,1,2009000050688,5,15,93,2,0,0,15,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-9-0-61-5-5-5-72-0]"
"106475",67247,1,2011001389056,1,1,52,2,42,0,13,2,2270,22269,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-42-8-1-5-42-0]"
"106476",67247,2,2011001389056,1,1,62,1,54,0,15,2,150,20149,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-5-1-0-73-0]"
"107542",68079,1,2011000209408,4,13,59,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0]"
"108499",68607,1,2011000471552,4,13,28,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-42-73-0]"
"108500",68607,2,2011000471552,4,13,51,2,0,0,9,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"108839",68829,1,2007001333760,1,1,57,2,54,0,12,1,170,20169,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
"108840",68829,2,2007001333760,4,13,59,1,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0]"
"108870",68849,1,2008000102400,3,8,23,2,0,7,14,0,0,0,2,1836,21835,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-2-42-9-42-42-8-0-61-0]"
"108871",68849,2,2008000102400,1,1,23,2,32,0,13,2,558,20557,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-1-0]"
"113760",71677,1,2007000940544,5,15,81,2,0,0,5,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-7-0]"
"113761",71677,2,2007000940544,1,1,49,2,44,0,9,2,1650,21649,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-1-5-72-9-1-412-0-73-0-7-0-9-0-8-0]"
"113762",71677,3,2007000940544,1,1,42,2,45,0,11,2,258,20257,0,0,0,4,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-412-1-42-0-62-0-7-0-5-0]"
"113763",71677,4,2007000940544,1,1,39,1,56,0,9,2,24,20023,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-7-0]"
"113764",71677,5,2007000940544,7,20,5,1,0,2,2,0,0,0,1,1601,21600,-1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-412-3-0-9-62-0-9-0]"
"113765",71677,6,2007000940544,8,21,4,2,0,0,1,0,0,0,1,164,20163,-1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0-7-0]"
"117390",73599,1,2010000654336,1,1,33,1,62,0,14,2,146,20145,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-61-0]"
"117391",73599,2,2010000654336,1,1,29,2,62,0,15,2,769,20768,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
"117392",73599,3,2010000654336,8,21,0,1,0,0,0,0,0,0,2,188,20187,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"120000",74829,1,2011000471552,2,4,40,2,33,0,15,2,245,20244,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"120001",74829,2,2011000471552,1,1,46,1,33,0,13,2,424,20423,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-8-0-72-15-15-73-0]"
"120002",74829,3,2011000471552,7,19,8,2,0,3,2,0,0,0,1,192,20191,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"120003",74829,4,2011000471552,7,20,6,1,0,2,2,0,0,0,1,189,20188,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"120004",74829,5,2011000471552,8,21,3,1,0,1,2,0,0,0,1,78,20077,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"128731",79728,1,2010000916480,3,11,21,2,61,6,11,2,216,20215,2,1170,21169,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-61-2-0-2-0]"
"132360",81863,1,2009000443904,1,1,24,1,54,0,14,2,382,20381,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
"132361",81863,2,2009000443904,1,1,24,1,54,0,13,2,1381,21380,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"132362",81863,3,2009000443904,1,1,23,1,54,0,13,2,172,20171,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0-1-73-0]"
"133043",82258,1,2011000864768,1,1,27,2,61,0,14,2,574,20573,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-1-61-72-1-9-0-73-0]"
"133044",82258,2,2011000864768,1,1,27,1,51,0,13,1,200,20199,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"133045",82258,3,2011000864768,4,13,27,1,0,0,13,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-42-9-5-5-62-0]"
"133896",82761,1,2011000209408,1,1,30,1,32,0,14,2,1011,21010,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-0]"
"133897",82761,2,2011000209408,4,13,28,2,0,0,13,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"135363",83883,1,2009000968192,1,1,28,1,23,0,13,2,93,20092,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-0]"
"135364",83883,2,2009000968192,1,1,26,2,92,0,13,2,42,20041,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"135365",83883,3,2009000968192,8,21,0,1,0,0,0,0,0,0,2,203,20202,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"135754",84109,1,2010001309696,1,1,26,2,62,0,11,2,543,20542,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"143979",88243,1,2007000285184,1,1,48,1,54,0,13,2,46,20045,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-72-8-0-411-9-0-5-0]"
"143980",88243,2,2007000285184,1,1,48,2,61,0,13,2,1836,21835,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-72-71-0-5-0]"
"143981",88243,3,2007000285184,7,19,15,1,0,5,5,0,0,0,1,162,20161,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-9-0-72-8-0-5-0]"
"143982",88243,4,2007000285184,7,19,11,2,0,4,2,0,0,0,2,333,20332,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"143983",88243,5,2007000285184,7,20,6,2,0,3,2,0,0,0,1,162,20161,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-9-0]"
"145582",89075,1,2008000888832,2,6,22,1,44,6,11,2,199,20198,2,477,20476,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-61-0-6-5-5-0]"
"145583",89075,2,2008000888832,3,10,23,2,44,6,11,2,343,20342,2,1836,21835,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-6-5-5-0]"
"145886",89217,1,2010001047552,1,1,24,1,45,0,13,2,1465,21464,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-15-0]"
"145887",89217,2,2010001047552,1,1,24,1,72,0,13,2,64,20063,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
"145888",89217,3,2010001047552,1,1,24,1,44,0,13,2,113,20112,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-42-0]"
"146906",89751,1,2009000050688,1,1,59,2,44,0,9,2,84,20083,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"146907",89751,2,2009000050688,2,5,19,1,81,0,7,2,68,20067,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"150312",92024,1,2008001282048,4,13,45,2,0,0,1,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-61-8-0]"
"150313",92024,2,2008001282048,4,13,39,1,0,0,8,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-5-5-0]"
"150675",92213,1,2009001099264,1,1,32,1,54,0,9,2,382,20381,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-61-1-72-1-412-9-0]"
"150676",92213,2,2009001099264,4,13,32,2,0,0,13,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"150677",92213,3,2009001099264,7,19,7,1,0,3,2,0,0,0,1,88,20087,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-9-0]"
"150678",92213,4,2009001099264,8,22,5,2,0,0,1,0,0,0,1,108,20107,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"150999",92400,1,2008000233472,4,13,61,1,0,0,13,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
"151000",92400,2,2008000233472,1,1,61,2,54,0,12,2,5,20004,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
"151857",92849,1,2011001126912,5,15,68,1,0,0,11,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-72-0]"
"151858",92849,2,2011001126912,2,4,64,2,54,0,11,2,368,20367,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-1-61-8-61-61-0-9-0]"
"152199",93031,1,2009000443904,2,4,29,2,72,0,9,2,106,20105,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-73-15-0]"
"152200",93031,2,2009000443904,4,13,30,1,0,0,11,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-62-72-0]"
"153755",93847,1,2010000785408,1,1,54,2,44,0,8,2,203,20202,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-8-0]"
"153756",93847,2,2010000785408,4,13,24,2,0,0,6,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"153757",93847,3,2010000785408,4,13,23,1,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-42-72-9-42-8-0]"
"153758",93847,4,2010000785408,8,21,1,1,0,0,0,0,0,0,2,394,20393,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"155347",94717,1,2007000023040,1,1,32,1,62,0,15,2,386,20385,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-62-72-1-9-0-73-0]"
"155348",94717,2,2007000023040,1,1,28,2,62,0,13,2,304,20303,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-0]"
"159270",96561,1,2008000233472,4,13,58,2,0,0,12,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-42-5-61-61-0]"
"162842",98203,1,2010000261120,1,1,35,1,33,0,11,2,499,20498,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-61-1-0]"
"164293",98998,1,2009000050688,1,1,40,1,92,0,10,2,57,20056,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
"164294",98998,2,2009000050688,1,1,43,2,44,0,10,1,166,20165,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-61-1-0-73-0]"
"164295",98998,3,2009000050688,7,19,10,1,0,4,2,0,0,0,1,189,20188,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-8-0]"
