"","hhid","pnum","pumsSerialNo","persType","persTypeDetailed","age","gender","industry","schlGrade","educLevel","workPlaceType","workPlaceTaz","workPlaceMaz","schoolType","schoolTaz","schoolMaz","usualCarId","dailyActivityPattern","specEvtParticipant","jointTour1Role","jointTour2role","obPeChauffBund1","obPeChauffBund2","obPeChauffBund3","obRsChauffBund","obPePassBund","obRsPassBund","ibPeChauffBund1","ibPeChauffBund2","ibPeChauffBund3","ibRsChauffBund","ibPePassBund","ibRsPassBund","studentDorm","studentRent","activityString"
"1552275",690669,1,2007000547328,5,15,68,1,0,0,11,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-0-5-0-61-0]"
"1552276",690669,2,2007000547328,5,15,67,2,0,0,12,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-5-61-5-62-0-5-0-9-0-61-72-0]"
"1553502",691157,1,2011001389056,5,15,80,1,0,0,7,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0-9-8-0-73-0]"
"1555378",691828,1,2010001047552,2,4,71,2,44,0,9,2,1754,21753,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-62-1-9-0-5-0]"
"1555379",691828,2,2010001047552,5,15,75,1,0,0,11,0,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-9-73-72-0-5-0-7-0]"
"1555380",691828,3,2010001047552,4,13,27,1,0,0,6,0,0,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0-5-0-7-0]"
"1559221",693310,1,2011001257984,1,1,54,1,61,0,14,2,535,20534,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-62-0]"
"1559222",693310,2,2011001257984,1,1,49,2,61,0,14,2,1751,21750,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-8-0]"
"1560731",693884,1,2010000654336,1,1,23,2,52,0,13,2,2160,22159,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0]"
"1560954",693970,1,2011001520128,1,1,52,2,61,0,14,2,333,20332,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-1-0-42-0]"
"1562094",694396,1,2007000154112,1,1,39,1,72,0,9,2,113,20112,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-42-15-0-15-412-73-0]"
"1562095",694396,2,2007000154112,1,1,44,2,72,0,9,2,1794,21793,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-62-1-0]"
"1562096",694396,3,2007000154112,7,19,14,2,0,4,4,0,0,0,1,1896,21895,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-5-0]"
"1562097",694396,4,2007000154112,7,19,9,2,0,3,2,0,0,0,1,1805,21804,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1562098",694396,5,2007000154112,8,21,4,2,0,0,1,0,0,0,1,1802,21801,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-73-0]"
"1567680",696372,1,2009000574976,1,1,37,1,33,0,9,2,1834,21833,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-1-72-1-5-0]"
"1567681",696372,2,2009000574976,1,1,38,2,49,0,6,2,1800,21799,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-62-1-9-0]"
"1568218",696592,1,2010000261120,1,1,47,1,72,0,9,2,32,20031,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-1-5-0]"
"1568219",696592,2,2010000261120,1,2,19,1,52,0,11,2,160,20159,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-61-8-61-0]"
"1574001",698916,1,2008001282048,1,1,76,2,48,0,10,2,3265,3265,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-62-0]"
"1574002",698916,2,2008001282048,5,15,77,1,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-73-5-5-5-0]"
"1576322",699801,1,2010001178624,4,13,59,1,0,0,13,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1576323",699801,2,2010001178624,4,13,52,2,0,0,13,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-42-5-5-0]"
"1576324",699801,3,2010001178624,2,4,32,2,51,0,9,2,1877,21876,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-42-0]"
"1579866",701277,1,2008000495616,4,13,46,2,0,0,9,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-62-0-6-0-72-0-5-0]"
"1579867",701277,2,2008000495616,4,13,43,1,0,0,9,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1579868",701277,3,2008000495616,8,21,3,1,0,0,1,0,0,0,1,1842,21841,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0]"
"1579869",701277,4,2008000495616,8,22,5,2,0,1,2,0,0,0,2,1815,21814,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-0]"
"1585579",704123,1,2010000785408,3,8,23,1,0,6,10,0,0,0,2,1836,21835,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-411-0-2-412-0]"
"1585580",704123,2,2010000785408,1,1,23,2,62,0,10,2,149,20148,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-15-15-0]"
"1585581",704123,3,2010000785408,7,20,5,1,0,2,1,0,0,0,1,1829,21828,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[0-3-0]"
"1585582",704123,4,2010000785408,8,21,2,2,0,0,0,0,0,0,2,1822,21821,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1592954",707380,1,2011001520128,1,1,54,2,62,0,10,2,2093,22092,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-72-0-9-0]"
"1592955",707380,2,2011001520128,1,1,58,1,49,0,10,2,1990,21989,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1592956",707380,3,2011001520128,3,10,19,1,72,6,9,2,153,20152,2,216,20215,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-2-0]"
"1593089",707449,1,2007000547328,5,15,85,1,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
"1595035",708639,1,2007000023040,3,10,20,2,61,6,11,2,1836,21835,2,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-0]"
"1595221",708880,1,2007000678400,3,10,18,1,61,6,10,2,1833,21832,2,1836,21835,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-5-9-61-61-61-61-8-0]"
"1596243",710210,1,2009001230336,3,8,18,2,0,6,9,0,0,0,2,1836,21835,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-5-0]"
"1597349",711654,1,2011001389056,3,11,19,2,11,6,11,2,1619,21618,2,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-8-0-42-0]"
"1600477",713174,1,2011000340480,3,10,32,2,71,6,12,2,1988,21987,2,1836,21835,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-2-412-0-42-42-8-0-8-6-0]"
"1600478",713174,2,2011000340480,7,19,10,1,0,4,3,0,0,0,1,1832,21831,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
"1600479",713174,3,2011000340480,7,19,8,2,0,3,2,0,0,0,1,1832,21831,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-6-0]"
"1600480",713174,4,2011000340480,7,20,5,2,0,2,1,0,0,0,1,1597,21596,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-3-0]"
"1600481",713174,5,2011000340480,8,22,5,2,0,1,1,0,0,0,1,1836,21835,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-0-8-6-0]"
"1600482",713174,6,2011000340480,8,21,3,1,0,0,1,0,0,0,1,1836,21835,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1600483",713174,7,2011000340480,8,21,1,2,0,0,0,0,0,0,2,1841,21840,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1601669",713922,1,2010001309696,1,1,50,1,52,0,13,2,2160,22159,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-15-0-15-15-0]"
"1601670",713922,2,2010001309696,3,10,20,1,72,6,11,2,1877,21876,2,1836,21835,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0-2-0]"
"1602657",714421,1,2009000443904,1,1,43,1,23,0,9,2,2160,22159,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-1-412-61-0]"
"1602658",714421,2,2009000443904,1,1,43,2,56,0,9,2,59,20058,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-9-61-8-61-61-0-9-0]"
"1602659",714421,3,2009000443904,6,18,16,2,0,5,6,0,0,0,1,1846,21845,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-3-72-0]"
"1602660",714421,4,2009000443904,7,19,15,1,0,5,4,0,0,0,1,1815,21814,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-61-0]"
"1613419",719272,1,2007000940544,1,1,27,1,92,0,13,2,1946,21945,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1613420",719272,2,2007000940544,4,13,28,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-5-42-61-5-0]"
"1613421",719272,3,2007000940544,8,21,0,1,0,0,0,0,0,0,2,1855,21854,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1613721",719408,1,2008000888832,1,1,29,2,81,0,11,2,3260,3260,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1613722",719408,2,2008000888832,4,13,32,1,0,0,13,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-42-42-42-42-62-0]"
"1613723",719408,3,2008000888832,8,21,0,1,0,0,0,0,0,0,2,1855,21854,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1617551",721565,1,2011001520128,2,4,64,2,92,0,13,1,1859,21858,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-0]"
"1619077",722274,1,2009000968192,1,1,35,2,22,0,9,2,248,20247,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"[0-412-1-0-42-42-42-0-411-0]"
"1619078",722274,2,2009000968192,6,16,16,2,72,5,6,2,1856,21855,1,1846,21845,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"[0-3-0-5-0]"
"1623967",724422,1,2010000130048,1,1,57,1,62,0,15,2,159,20158,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-0]"
"1623968",724422,2,2010000130048,4,13,55,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-72-61-8-0]"
"1623969",724422,3,2010000130048,3,12,22,2,45,6,13,2,1858,21857,2,1852,21851,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-2-73-0]"
"1623970",724422,4,2010000130048,3,12,19,1,71,6,10,2,1995,21994,2,226,20225,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1625520",725140,1,2008000495616,5,15,69,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-42-0]"
"1625773",725273,1,2009000706048,1,3,57,1,61,7,14,1,1866,21865,2,126,20125,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0]"
"1625774",725273,2,2009000706048,1,1,58,2,61,0,14,2,17,20016,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1627538",726091,1,2008000364544,5,15,79,2,0,0,11,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-42-5-0]"
"1630456",727450,1,2007000154112,5,15,72,2,0,0,4,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-72-0]"
"1630457",727450,2,2007000154112,1,1,44,2,72,0,7,2,358,20357,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-61-8-0]"
"1630458",727450,3,2007000154112,1,1,22,2,44,0,9,2,1945,21944,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-73-0]"
"1632658",728486,1,2011000602624,1,1,49,1,23,0,9,2,273,20272,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-0]"
"1632659",728486,2,2011000602624,1,1,23,1,33,0,9,2,1032,21031,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1632660",728486,3,2011000602624,4,13,44,2,0,0,5,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1641087",732672,1,2011001520128,1,1,52,2,61,0,14,1,1892,21891,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-1-0]"
"1644968",734167,1,2010000130048,1,1,44,1,92,0,11,2,3258,3258,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-0]"
"1648679",735585,1,2009001230336,1,1,45,2,62,0,10,2,1960,21959,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1648680",735585,2,2009001230336,1,1,46,1,54,0,9,2,1936,21935,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1648681",735585,3,2009001230336,6,17,17,1,0,5,7,0,0,0,1,1913,21912,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1655912",738172,1,2008001019904,4,13,29,2,0,0,10,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-5-72-71-0-5-0-9-0]"
"1655913",738172,2,2008001019904,7,19,9,1,0,0,2,0,0,0,1,2035,22034,-1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-0]"
"1655914",738172,3,2008001019904,8,21,1,1,0,0,0,0,0,0,2,1922,21921,-1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-9-0]"
"1657361",738643,1,2007000678400,1,1,46,1,52,0,10,1,1923,21922,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-9-8-72-1-0-7-0]"
"1657362",738643,2,2007000678400,1,1,50,2,62,0,11,2,3264,3264,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0-1-0-61-0-7-0]"
"1657363",738643,3,2007000678400,4,13,29,2,0,0,1,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-42-42-72-0-7-0]"
"1657364",738643,4,2007000678400,1,1,25,2,72,0,9,2,154,20153,0,0,0,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0-7-0]"
"1657365",738643,5,2007000678400,4,13,21,2,0,0,9,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-9-0-411-8-0-73-0-7-0]"
"1657366",738643,6,2007000678400,7,19,13,2,0,4,4,0,0,0,1,2035,22034,-1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-8-0-7-0]"
"1657367",738643,7,2007000678400,8,21,1,2,0,0,0,0,0,0,2,1923,21922,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-7-0]"
"1658048",738880,1,2008000102400,4,13,45,1,0,0,11,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1658049",738880,2,2008000102400,1,1,32,2,32,0,12,2,2120,22119,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
"1658050",738880,3,2008000102400,6,17,17,1,0,5,6,0,0,0,1,1962,21961,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1658051",738880,4,2008000102400,8,21,1,2,0,0,0,0,0,0,2,1924,21923,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1660559",739727,1,2010000392192,3,11,26,2,54,7,13,2,2019,22018,2,216,20215,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-5-42-61-1-0-2-0]"
"1660560",739727,2,2010000392192,2,6,23,2,44,7,11,2,2093,22092,2,1985,21984,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1662403",740402,1,2007000809472,1,1,45,2,92,0,9,2,2047,22046,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-0]"
"1662404",740402,2,2007000809472,1,1,47,1,42,0,8,2,1834,21833,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1662405",740402,3,2007000809472,7,19,10,2,0,3,2,0,0,0,1,1226,21225,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1666004",741860,1,2007001202688,1,1,51,1,42,0,11,2,1940,21939,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-15-0]"
"1666005",741860,2,2007001202688,4,13,44,2,0,0,13,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1666006",741860,3,2007001202688,2,4,22,2,52,0,13,2,1934,21933,0,0,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-15-15-1-61-0]"
"1666007",741860,4,2007001202688,7,19,11,1,0,3,2,0,0,0,1,545,20544,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
"1666008",741860,5,2007001202688,7,19,9,1,0,3,2,0,0,0,1,1984,21983,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1672068",744605,1,2007000678400,2,4,48,1,56,0,12,2,2009,22008,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1672069",744605,2,2007000678400,4,13,51,2,0,0,8,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"1672070",744605,3,2007000678400,3,10,21,2,72,6,9,2,2178,22177,2,1170,21169,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1672071",744605,4,2007000678400,7,19,14,2,0,5,4,0,0,0,1,1960,21959,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1674698",745831,1,2007000940544,1,1,51,1,44,0,9,2,2177,22176,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-62-1-9-0-73-0]"
"1674699",745831,2,2007000940544,1,1,50,2,61,0,15,2,3260,3260,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-72-8-9-5-0]"
"1674700",745831,3,2007000940544,1,3,25,1,49,6,13,2,2160,22159,2,1962,21961,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1674701",745831,4,2007000940544,3,9,22,2,0,6,11,0,0,0,2,244,20243,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-2-9-8-0]"
"1674702",745831,5,2007000940544,7,19,15,2,0,5,6,0,0,0,1,2008,22007,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1675360",746139,1,2009001099264,2,4,68,2,81,0,11,2,1988,21987,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-8-0-9-0]"
"1677640",747132,1,2007001071616,5,15,69,1,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-5-0]"
"1677641",747132,2,2007001071616,1,1,57,2,55,0,9,2,409,20408,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-1-42-0]"
"1677795",747249,1,2009001099264,1,1,29,1,33,0,13,2,574,20573,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-5-61-5-0]"
"1678890",748001,1,2008000102400,1,1,24,2,45,0,5,2,747,20746,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
"1680564",749182,1,2008000102400,1,1,24,2,52,0,14,2,4,20003,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1680565",749182,2,2008000102400,1,3,24,2,72,6,11,2,1877,21876,2,149,20148,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-5-2-9-0]"
"1683795",750900,1,2009001099264,1,1,30,2,92,0,12,2,1,20000,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-42-0-42-0]"
"1683796",750900,2,2009001099264,1,1,48,1,92,0,13,2,57,20056,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-0]"
"1695347",756223,1,2009000837120,4,13,61,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0]"
"1698268",757299,1,2007001071616,5,15,69,1,0,0,9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1698269",757299,2,2007001071616,1,1,57,2,55,0,9,1,1968,21967,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"1705433",759847,1,2009001230336,5,15,78,1,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-61-61-61-61-0]"
"1707659",760807,1,2010000785408,1,1,45,2,62,0,9,2,2282,22281,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
"1707660",760807,2,2010000785408,1,1,52,1,33,0,8,2,2159,22158,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-1-0-73-0]"
"1707661",760807,3,2010000785408,1,1,24,1,51,0,11,2,2119,22118,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-72-1-0]"
"1717290",764813,1,2011000340480,1,1,49,1,33,0,9,2,210,20209,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-1-42-5-0]"
"1717291",764813,2,2011000340480,1,1,45,2,53,0,9,2,1986,21985,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-42-0-42-0]"
"1717292",764813,3,2011000340480,6,18,16,2,0,5,6,0,0,0,1,1928,21927,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
"1717398",764863,1,2011000733696,1,1,37,2,61,0,14,2,384,20383,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-1-0]"
"1717399",764863,2,2011000733696,1,1,35,1,44,0,11,2,2159,22158,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1717400",764863,3,2011000733696,7,19,13,1,0,4,4,0,0,0,1,1921,21920,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"1717401",764863,4,2011000733696,7,19,10,1,0,4,2,0,0,0,2,1979,21978,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-9-0]"
"1718461",765295,1,2009000574976,1,1,23,2,62,0,13,2,2153,22152,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-42-1-5-0]"
"1718462",765295,2,2009000574976,1,1,28,1,51,0,13,2,5,20004,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-72-1-0]"
"1719303",765589,1,2011000340480,5,15,73,1,0,0,10,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"1719304",765589,2,2011000340480,2,4,69,2,62,0,9,2,1984,21983,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"1720501",766028,1,2009001099264,4,13,37,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-62-9-0-42-42-0]"
"1720502",766028,2,2009001099264,1,1,37,1,55,0,14,2,1360,21359,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-72-1-42-8-73-0]"
