"","uniqueid","jointTripNum","hhid","pnum","userClass","tourNum","tourSubTourNum","personTripNum","tourTripNum","mainTourTripNum","subTourTripNum","jointTourNum","jointTripRole","direction","obBundleNum","ibBundleNum","escortingRole","jointSpecEvtTour","party","origTaz","origMaz","destTaz","destMaz","origPurp","destPurp","mode","prelimDepartInterval","finalDepartMinute","tripDistance","prelimArriveInterval","finalArriveMinute","activityMinutesAtDest","pnrParkTaz","pnrParkMaz","vot","travelTime","hb","tripPurpose"
"5071799",4,0,561571,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",1383,21382,1363,21362,42,42,4,66,979.4228,4.43,67,987.1128,6.169983,0,0,9.72072620761405,7.68999999999994,0,"NHB"
"8037719",12,0,880806,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2469,22468,2928,22927,0,61,4,58,861.0685,5.15,58,870.0685,67.5,0,0,3.0410726175479,9,1,"HBNW"
"238362",28,9,39125,5,3,2,0,6,4,4,0,1,1,1,0,0,0,0,"[ 5,8,11 ]",9,20008,2,20001,5,5,14,55,821.8835,0.44,55,830.6835,69.52002,0,0,10.741863747093,8.79999999999995,0,"NHB"
"5507354",10,0,602358,2,3,2,0,7,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1430,21429,1426,21425,5,61,1,57,856.4851,3.29,58,862.3051,5.76001,0,0,27.9029560855594,5.82000000000005,0,"NHB"
"6969666",7,0,755879,1,2,2,0,7,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",2138,22137,1913,21912,5,8,1,59,885.19415,7.3,60,901.25415,3.540039,0,0,34.0273927821347,16.0599999999999,0,"NHB"
"3549476",10,0,402588,3,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 3 ]",930,20929,1078,21077,61,1,1,25,365.43805,4.94,26,377.17804,80.29001,0,0,5.68927879515472,11.73999,0,"NHB"
"8252085",9,0,905763,2,3,2,0,9,7,7,0,0,0,2,0,0,0,0,"[ 2 ]",2487,22486,2707,22706,62,0,4,56,844.78674,5.97,57,855.2067,581.53,0,0,11.1709680083615,10.4199599999999,1,"HBNW"
"6124620",6,0,663878,2,1,2,0,6,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",1650,21649,1614,21613,15,15,1,79,1183.6172,9.02,80,1200.3872,-1.2199707,0,0,9.45501846680925,16.77,0,"NHB"
"392849",3,0,61377,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",104,20103,431,20430,61,5,1,52,775.33923,6.71,53,787.21924,6.539978,0,0,41.4306161914272,11.88001,0,"NHB"
"2028496",4,0,245921,1,1,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",667,20666,667,20666,15,0,1,69,1020.0934,0.45,69,1021.27344,401.31995,0,0,4.9201828431075,1.18004000000008,1,"HBW"
"4302477",15,0,479857,4,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 4 ]",1470,21469,965,20964,72,0,2,74,1098.4122,15.12,76,1117.0122,306.65002,0,0,15.0659737910887,18.5999999999999,1,"HBNW"
"5285637",3,0,581466,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1432,21431,1412,21411,0,3,1,17,247.20212,4.4,18,255.43211,456.77002,0,0,2.11421817682906,8.22998999999999,1,"HBNW"
"3514214",4,0,398756,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",919,20918,1078,21077,0,71,2,17,240.3906,3.41,17,248.9406,114.609985,0,0,7.32977507146505,8.54999999999998,1,"HBNW"
"6756898",6,0,733063,1,3,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 1 ]",1838,21837,1896,21895,61,0,1,48,711.69495,12.17,49,730.7949,705.25006,0,0,2.98068378215636,19.09995,1,"HBNW"
"459209",18,1,70441,6,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 1,4,5,6 ]",175,20174,211,20210,0,7,4,61,899.4976,4.96,61,907.9276,52.52997,0,0,9.14069199146612,8.42999999999995,1,"HBNW"
"354499",13,0,55836,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",95,20094,542,20541,0,9,3,21,293.7024,8.72,22,314.8824,406.3,0,0,4.74700802088665,21.18,1,"HBNW"
"2490275",6,0,298566,3,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",435,20434,286,20285,0,1,1,19,264.0053,2.73,19,270.26532,421.22998,0,0,9.70153640697489,6.26002,1,"HBW"
"926558",10,0,121917,2,3,2,0,7,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",68,20067,499,20498,61,0,4,60,892.5411,11.9,61,915.8611,520.49,0,0,12.6698000238038,23.3199999999999,1,"HBNW"
"404046",7,0,63008,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",118,20117,209,20208,0,1,1,16,232.43051,2.22,16,237.1105,752.81,0,0,6.50350091493605,4.67999,1,"HBW"
"9666454",1,0,1070018,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2913,22912,2913,22912,0,8,1,10,136.8625,0.58,10,138.4425,537.82007,0,0,5.35574081946124,1.57999999999998,1,"HBNW"
"5523292",17,0,603870,2,2,3,0,10,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",1341,21340,1499,21498,8,0,1,86,1276.0775,7.98,87,1287.7075,140.92993,0,0,8.15579439765873,11.6299999999999,1,"HBNW"
"9560812",21,1,1058423,2,3,6,0,13,1,1,0,1,2,1,0,0,0,0,"[ 1,2,3 ]",2892,22891,2870,22869,0,6,4,55,812.7752,4.15,55,820.80524,68.609924,0,0,15.7510850182473,8.03003999999999,1,"HBNW"
"950026",13,0,124117,2,3,2,0,9,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",504,20503,504,20503,73,0,1,84,1252.4717,1.33,84,1255.5416,174.6001,0,0,20.525423684313,3.06989999999996,1,"HBNW"
"7118444",1,0,770159,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1993,21992,2188,22187,0,2,1,32,470.54306,4,33,479.43307,156.10999,0,0,1.45751070687193,8.89000999999996,1,"HBNW"
"8735376",7,1,961331,2,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,3 ]",2449,22448,2426,22425,0,411,2,18,248.38597,2.79,18,253.84598,2.119995,0,0,12.5991654361429,5.46001000000001,1,"HBNW"
"2243313",3,0,269400,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",266,20265,317,20316,61,5,1,60,891.4978,2.88,60,898.4078,3.8500366,0,0,14.9362479156458,6.90999999999997,0,"NHB"
"9985253",3,0,1105457,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",3018,23017,2721,22720,0,5,1,64,945.9167,16.43,66,970.9667,57.070007,0,0,2.96704583413905,25.05,1,"HBNW"
"3072148",1,0,357668,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2112,22111,2117,22116,0,61,1,31,452.72144,2.87,31,461.98145,93.599976,0,0,8.26237907355745,9.26001000000002,1,"HBNW"
"2345214",5,0,281912,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",275,20274,1,20000,0,15,1,14,200.10692,6.94,14,212.90692,1.0800018,0,0,30.7603434827294,12.8,1,"HBW"
"6437874",5,3,695305,1,3,2,0,5,2,2,0,1,1,2,0,0,0,0,"[ 1,4,3 ]",1839,21838,1796,21795,9,0,3,62,917.6035,8.35,63,934.0135,490.30005,0,0,12.2592328039053,16.41,1,"HBNW"
"130468",5,0,19073,1,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",510,20509,124,20123,9,8,3,76,1119.3862,12.78,77,1136.0962,13.850098,0,0,3.96508043810351,16.71,0,"NHB"
"3862871",4,0,434005,2,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1081,21080,1098,21097,1,0,4,64,959.70667,7.8,65,981.8567,455.34998,0,0,8.52190331623804,22.15003,1,"HBW"
"4081976",14,1,456927,3,3,1,0,2,2,2,0,0,0,2,0,1,2,0,"[ 1,3 ]",1120,21119,1154,21153,2,42,4,54,800.03076,3.36,55,807.00073,4.750061,0,0,16.4341398013265,6.96996999999999,0,"NHB"
"8614733",2,0,947663,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",2725,22724,2812,22811,5,1,1,24,354.8972,1.09,24,357.97717,654.89,0,0,9.23533581818935,3.07997,0,"NHB"
"1582021",11,7,195939,1,3,3,0,11,7,7,0,0,0,2,0,1,1,0,"[ 1,3 ]",620,20619,623,20622,8,0,2,54,803.3332,0.75,54,805.4232,5.6900024,0,0,2.68796940426245,2.08999999999992,1,"HBNW"
"7211223",8,4,780196,1,3,2,0,8,4,4,0,1,2,2,0,0,0,0,"[ 2,1 ]",2010,22009,2014,22013,5,0,4,81,1202.9431,0.88,81,1205.5531,219.16003,0,0,18.2079011228065,2.61000000000013,1,"HBNW"
"10229996",2,0,1133284,1,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",3184,23183,3182,23181,412,1,1,20,297.30038,6.13,21,305.63037,563.38,0,0,44.5197626889391,8.32999000000001,0,"NHB"
"9873360",7,0,1091186,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",2962,22961,2468,22467,0,8,7,47,696.2642,17.23,49,781.0042,55.27997,2962,22961,3.71230191270621,84.74,1,"HBNW"
"4835397",9,4,538833,1,3,2,0,9,4,4,0,0,0,2,0,1,1,0,"[ 1,3 ]",1344,21343,1344,21343,42,0,2,61,893.4349,1.45,61,897.0749,526.00995,0,0,32.8496576183779,3.63999999999999,1,"HBNW"
"7477611",1,0,807956,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2254,22253,3256,3256,0,1,1,31,450.45355,11.7,32,472.75354,585.19,0,0,6.3420802812702,22.29999,1,"HBW"
"739296",12,0,104894,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",459,20458,125,20124,0,9,1,22,308.98203,12.2,23,329.502,126.899994,0,0,6.77180990705075,20.51997,1,"HBNW"
"842362",10,0,114494,2,3,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 2 ]",489,20488,748,20747,5,62,2,63,950.41254,1.45,64,954.35254,3.960022,0,0,11.0310946439869,3.93999999999994,0,"NHB"
"2186888",15,0,262211,2,3,2,0,7,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",240,20239,240,20239,0,8,14,60,877.5212,0.5,60,887.5212,103.97998,0,0,8.21884272690052,10,1,"HBNW"
"1326686",8,0,167365,1,3,1,0,8,8,8,0,0,0,2,0,0,0,0,"[ 1 ]",553,20552,512,20511,5,0,3,55,817.148,6.65,56,832.468,592.99,0,0,22.7978912599876,15.3199999999999,1,"HBNW"
"8111801",19,0,889311,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",2544,22543,2796,22795,0,42,3,43,622.8087,8,44,637.07874,72.38995,0,0,11.2639463869248,14.27004,1,"HBNW"
"7991998",7,0,874794,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",2928,22927,2779,22778,5,0,1,33,501.80518,5.05,34,509.13516,927.78,0,0,6.80442590894503,7.32997999999998,1,"HBNW"
"9631654",20,0,1066471,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",2929,22928,2909,22908,42,0,2,46,684.0945,3.97,46,693.51447,740.53,0,0,18.1488719687274,9.41996999999992,1,"HBNW"
"2532499",8,0,303866,3,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",320,20319,4,20003,0,61,1,56,822.64417,7.71,57,837.6742,126.22998,0,0,1.72161863116461,15.03003,1,"HBNW"
"9191232",2,0,1015745,1,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",2831,22830,2615,22614,412,61,1,20,286.7736,6.42,21,297.6636,6.9499817,0,0,12.0258235930725,10.89,0,"NHB"
"1393290",9,0,175232,3,3,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",457,20456,536,20535,9,0,1,70,1031.6271,3.67,70,1039.2571,384.71997,0,0,8.41256655211757,7.63000000000011,1,"HBNW"
"8915924",21,0,982882,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",2794,22793,2826,22825,8,61,3,63,928.67584,6.63,64,939.01587,7.919983,0,0,7.46731644160517,10.34003,0,"NHB"
"10187163",6,0,1128745,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",3105,23104,3105,23104,0,3,14,20,299.4709,0.53,20,310.0709,514.4,0,0,2.85343074768292,10.6,1,"HBNW"
"4683869",11,0,523904,2,3,2,0,7,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1095,21094,1049,21048,8,73,1,63,933.0346,13.9,65,954.2246,11.609985,0,0,45.0291019084872,21.1900000000001,0,"NHB"
"6212870",7,1,672822,1,3,2,0,7,1,1,0,1,2,1,0,0,0,0,"[ 3,2,1 ]",1604,21603,1590,21589,0,5,4,62,916.7089,12.34,63,936.65894,10.349976,0,0,8.72345903049922,19.9500400000001,1,"HBNW"
"97885",10,2,14340,5,3,1,0,2,2,2,0,1,2,1,0,0,0,0,"[ 1,5,2 ]",376,20375,219,20218,6,9,4,50,749.22974,2.06,50,754.5897,110.380005,0,0,1.53348657596878,5.35996,0,"NHB"
"1295023",16,2,163805,3,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 1,4,3,2 ]",168,20167,399,20398,6,0,4,62,924.7978,2.32,62,929.95776,504.49005,0,0,24.1503931349045,5.15995999999996,1,"HBNW"
"2309603",7,0,277327,1,1,1,0,7,5,5,0,0,0,2,0,0,0,0,"[ 1 ]",270,20269,266,20265,8,0,1,45,667.172,2.05,46,672.962,752.73004,0,0,0.911579954216405,5.78999999999996,1,"HBNW"
"5008722",7,0,554998,1,3,2,0,7,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1247,21246,1380,21379,73,0,2,67,991.6791,7.91,68,1002.7991,419.71002,0,0,5.19278039878355,11.12,1,"HBNW"
"7293168",10,0,789156,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2035,22034,1860,21859,0,1,1,25,363.94434,11.08,26,382.99432,438.44,0,0,5.02163024987224,19.04998,1,"HBW"
"4337366",21,1,484279,3,3,2,0,8,1,1,0,1,1,1,0,0,0,0,"[ 3,2,1 ]",983,20982,1018,21017,0,9,3,57,835.5132,3.66,57,842.9732,160.19995,0,0,3.27639157602735,7.46000000000004,1,"HBNW"
"5329377",5,0,585728,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1362,21361,1442,21441,42,0,2,55,822.22003,2.48,56,828.24005,70.64996,0,0,16.5228883814853,6.02002000000005,1,"HBNW"
"1833542",7,0,224578,1,2,1,0,7,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1241,21240,619,20618,1,0,3,45,668.5143,4.94,46,680.80426,145.22003,0,0,10.0699795288703,12.28996,1,"HBW"
"1718290",1,1,211910,1,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,1 ]",313,20312,453,20452,0,6,4,46,682.40045,1.04,46,685.34045,4.1400146,0,0,3.66954527347784,2.94000000000005,1,"HBNW"
"1065104",15,0,136051,2,1,1,0,8,6,6,0,0,0,2,0,0,0,0,"[ 2 ]",489,20488,747,20746,5,0,3,76,1134.4221,1.12,76,1137.4521,299.92993,0,0,14.6028883370805,3.02999999999997,1,"HBNW"
"5789756",7,0,629935,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1620,21619,1636,21635,61,0,1,48,703.5413,2.81,48,709.3913,19.79004,0,0,7.139450652709,5.85000000000002,1,"HBNW"
"3028134",7,0,353996,1,3,1,0,7,7,7,0,0,0,2,0,0,0,0,"[ 1 ]",2135,22134,2103,22102,61,0,1,26,394.01086,3.27,27,401.75085,400.58,0,0,13.3442683649158,7.73999000000003,1,"HBNW"
"411001",2,0,63790,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",456,20455,493,20492,8,62,4,52,777.8756,4.03,53,787.0456,3.8900146,0,0,5.08038180396891,9.17000000000007,0,"NHB"
"1956975",8,0,237899,1,3,3,0,8,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",126,20125,650,20649,72,0,1,53,775.9599,10.97,54,792.1599,85.76001,0,0,3.75561398641009,16.2,1,"HBNW"
"3120909",8,0,361733,3,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 3 ]",298,20297,370,20369,1,72,1,60,886.74054,1.62,60,891.49054,45.829956,0,0,11.7095932095822,4.75,0,"NHB"
"8577844",15,1,943916,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 1,3 ]",2813,22812,2710,22709,0,3,4,22,321.69705,2.5,22,327.67706,424.02,0,0,11.5130906866568,5.98000999999999,1,"HBNW"
"5016326",1,0,555537,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1380,21379,1471,21470,0,71,1,7,90.857864,0.76,7,92.97787,4.399994,0,0,13.2774109919819,2.12000599999999,1,"HBNW"
"3593905",8,0,407597,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1038,21037,989,20988,72,0,2,37,554.6598,13.93,39,575.9998,281.53998,0,0,9.64457577482389,21.34,1,"HBNW"
"6335166",13,0,684954,2,3,2,0,8,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1708,21707,1708,21707,0,8,4,75,1110.1665,1.6,75,1114.5765,62.369995,0,0,5.09017526208768,4.40999999999985,1,"HBNW"
"9957869",1,0,1101381,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",3000,22999,3030,23029,0,1,1,19,273.86063,9.39,20,290.15063,576.19995,0,0,2.56444306183846,16.29,1,"HBW"
"9233023",3,0,1020530,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2656,22655,2656,22655,0,42,2,36,529.8108,0.38,36,530.8908,310.06006,0,0,4.94871320019302,1.08000000000004,1,"HBNW"
"2309423",3,0,277303,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",266,20265,637,20636,0,8,2,32,458.63602,9.55,33,480.67603,262.74002,0,0,1.99254354159233,22.0400100000001,1,"HBNW"
"7830779",1,0,854764,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2508,22507,2332,22331,0,1,1,24,348.5224,3.48,24,356.7924,141.73001,0,0,24.1016653788944,8.26999999999998,1,"HBW"
"9757490",9,0,1079210,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",2724,22723,2931,22930,73,0,2,67,998.7706,8.97,68,1011.90063,419.82,0,0,8.58774743607403,13.13003,1,"HBNW"
"3128784",4,0,362396,1,2,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",146,20145,1948,21947,1,9,1,36,535.219,5.31,37,545.409,5.4299927,0,0,15.3028196090638,10.1899999999999,0,"NHB"
"5301857",5,0,582979,2,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",1349,21348,1436,21435,73,0,4,28,411.1348,8.82,29,426.8848,1001.9,0,0,2.67350764128279,15.75,1,"HBNW"
"6752776",3,0,732661,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1892,21891,1818,21817,8,72,2,42,624.68774,6.45,43,636.24774,6.340027,0,0,8.1534082219669,11.5600000000001,0,"NHB"
"6917395",3,0,749616,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1954,21953,1998,21997,0,9,1,62,918.96606,2.31,62,925.07605,58.330017,0,0,2.89352430279437,6.10999000000004,1,"HBNW"
"8075360",5,0,885268,1,2,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 1 ]",2502,22501,2520,22519,15,0,1,62,924.3423,2.73,62,931.1423,500.7,0,0,20.1393382154993,6.79999999999995,1,"HBW"
"41141",3,0,6231,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",364,20363,199,20198,1,73,1,29,428.75522,3.55,29,437.2152,3.6400146,0,0,5.02049038315489,8.45997999999997,0,"NHB"
"8761418",26,0,964485,4,3,3,0,5,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",2528,22527,2829,22828,0,61,5,65,966.9131,6.47,65,1074.5431,-35.589966,0,0,21.249075062176,107.63,1,"HBNW"
"4978496",13,8,552245,2,3,1,0,5,5,5,0,2,1,2,0,0,0,0,"[ 2,3,4 ]",2757,22756,1374,21373,5,0,3,42,626.8501,8.16,43,640.8601,322.33002,0,0,4.26766582859232,14.01,1,"HBNW"
"793550",28,0,109974,3,3,3,0,7,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",472,20471,1382,21381,0,61,4,68,1005.685,4.2,68,1014.645,68.27997,0,0,8.9142461297704,8.96000000000004,1,"HBNW"
"2339986",16,0,281307,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",275,20274,274,20273,0,3,4,19,281.71484,3.15,19,289.91486,445.61,0,0,0.109586509517064,8.20001999999999,1,"HBNW"
"4459706",6,1,496816,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,3 ]",1039,21038,126,20125,0,3,4,22,310.61993,29.97,25,348.00995,375.09998,0,0,15.0791989534915,37.39002,1,"HBNW"
"9463862",27,0,1045094,6,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 6 ]",2831,22830,2563,22562,8,62,1,39,575.9771,4.21,40,583.49713,5.8999634,0,0,23.2918039508303,7.52003000000002,0,"NHB"
"1198534",6,0,151240,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",94,20093,94,20093,3,0,14,49,726.28784,0.41,49,734.48785,119.31,0,0,4.24567391288247,8.20001000000002,1,"HBNW"
"2204243",3,0,264463,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1135,21134,249,20248,1,0,1,38,558.0343,21.39,41,588.2143,37.330017,0,0,8.78840290839194,30.1799999999999,1,"HBW"
"8208577",6,0,900635,1,2,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",2549,22548,2665,22664,42,0,2,84,1252.4197,3.26,84,1259.5897,172.0299,0,0,5.60194005533501,7.17000000000007,1,"HBNW"
"5076119",8,0,561972,2,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",1382,21381,1391,21390,61,9,1,65,963.7349,3.9,65,972.2149,4.3200073,0,0,10.7695814356378,8.4799999999999,0,"NHB"
"7069764",13,0,765342,1,3,5,0,13,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1988,21987,1980,21979,9,0,1,61,902.17,2.87,61,908.95996,518.96,0,0,35.5298016121237,6.78996000000006,1,"HBNW"
"1702147",26,0,210048,3,3,4,0,8,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",286,20285,279,20278,0,9,4,76,1128.3115,4.1,76,1137.7015,142.39001,0,0,20.9595494284188,9.38999999999987,1,"HBNW"
"7078385",19,2,766032,4,3,2,0,4,2,2,0,1,2,1,0,0,0,0,"[ 2,3,1,4 ]",1985,21984,2010,22009,6,9,4,61,906.48676,2.88,62,913.77673,151.46997,0,0,13.2348510184242,7.28997000000004,0,"NHB"
"9313763",5,0,1029522,1,2,1,0,5,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2616,22615,3098,23097,1,8,1,56,839.1289,16.72,58,858.3389,19.22998,0,0,31.7614023081536,19.2099999999999,0,"NHB"
"1089530",5,0,138304,1,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 1 ]",472,20471,755,20754,72,0,1,35,508.15518,4.87,35,519.53516,908.37,0,0,44.6822695425343,11.37998,1,"HBNW"
"6449694",8,0,696353,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1814,21813,1814,21813,1,9,1,58,867.6383,1.05,58,870.2483,4.48999,0,0,5.83035534868926,2.61000000000001,0,"NHB"
"7604676",9,0,823455,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",2392,22391,2345,22344,0,2,4,20,299.42822,4.67,21,306.58823,82.84,0,0,2.18585604724401,7.16001,1,"HBNW"
"1148886",10,0,144891,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",111,20110,78,20077,9,0,4,47,700.10425,3.34,47,708.2042,93.60004,0,0,3.47158025631285,8.09995000000004,1,"HBNW"
"8180024",1,0,897521,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2638,22637,2330,22329,0,1,1,16,227.47554,7.48,16,242.25554,270.22003,0,0,15.0107251331545,14.78,1,"HBW"
"5919025",22,0,643556,3,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",1664,21663,1631,21630,0,9,1,24,344.27487,3.15,24,351.17487,4.399994,0,0,25.8636117669884,6.89999999999998,1,"HBNW"
"7710873",16,0,836781,2,3,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",2666,22665,2468,22467,411,0,2,21,313.6569,6.3,22,322.7869,72.79001,0,0,25.1699812039454,9.13,1,"HBNW"
"6713976",1,0,728009,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1874,21873,1827,21826,0,42,3,32,468.2591,2.42,32,475.7391,2.3599854,0,0,25.151161717359,7.48000000000002,1,"HBNW"
"4841573",10,0,539406,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",1342,21341,1418,21417,3,9,4,60,892.33795,4.57,61,902.0579,4.420044,0,0,38.6146673619086,9.71995000000004,0,"NHB"
"5658007",21,1,616647,5,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5 ]",1542,21541,1393,21392,0,411,4,23,331.45996,1.98,23,336.64996,0.769989,0,0,3.23093483924144,5.19,1,"HBNW"
"5688525",2,0,619634,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1582,21581,1578,21577,15,0,1,35,517.8408,2.45,35,523.54083,151.81,0,0,17.4781702876628,5.70003000000008,1,"HBW"
"5240977",11,0,577445,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",1424,21423,1422,21421,3,0,14,46,684.64014,2.23,46,729.2401,702.9,0,0,16.4145246750588,44.59996,1,"HBNW"
"4955841",5,0,549843,2,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",84,20083,1367,21366,5,0,4,45,658.8083,26.44,48,692.9983,733.7,0,0,1.73964134268306,34.1899999999999,1,"HBNW"
"5795958",5,0,630703,1,1,1,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1763,21762,1635,21634,8,9,4,42,620.27466,1.12,42,623.38464,4.130005,0,0,2.11899287357446,3.10997999999995,0,"NHB"
"4473949",7,0,498114,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1063,21062,1078,21077,62,9,1,33,476.51752,16.83,35,501.45752,13.720001,0,0,5.90739644460418,24.94,0,"NHB"
"9982761",9,0,1105177,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",3016,23015,2961,22960,0,72,17,21,308.43213,6.1,22,318.50214,6.4299927,0,0,5.35822759056688,10.07001,1,"HBNW"
"10305017",7,0,1141350,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",3146,23145,3091,23090,0,3,15,19,284.19797,2.96,19,298.99796,435.2,0,0,9.84534342010777,14.79999,1,"HBNW"
