"","uniqueid","jointTripNum","hhid","pnum","userClass","tourNum","tourSubTourNum","personTripNum","tourTripNum","mainTourTripNum","subTourTripNum","jointTourNum","jointTripRole","direction","obBundleNum","ibBundleNum","escortingRole","jointSpecEvtTour","party","origTaz","origMaz","destTaz","destMaz","origPurp","destPurp","mode","prelimDepartInterval","finalDepartMinute","tripDistance","prelimArriveInterval","finalArriveMinute","activityMinutesAtDest","pnrParkTaz","pnrParkMaz","vot","travelTime","hb","tripPurpose"
"7513817",21,0,811903,3,3,2,2,8,2,0,2,0,0,2,0,0,0,0,"[ 3 ]",2248,22247,2248,22247,9,1,2,47,694.2961,1.59,47,697.96606,5.5200195,0,0,6.72677158064602,3.66995999999995,0,"NHB"
"9712961",1,0,1074810,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2919,22918,3030,23029,0,15,1,8,99.73977,1.62,8,103.80977,-0.83000183,0,0,10.9521750931373,4.07000000000001,1,"HBW"
"8549015",7,0,940682,2,2,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 2 ]",2721,22720,2806,22805,61,15,1,20,293.42117,2.62,20,299.40118,-0.74002075,0,0,14.0006313031452,5.98000999999999,0,"NHB"
"1302511",9,4,164699,1,3,3,0,9,3,3,0,1,1,1,0,0,0,0,"[ 1,5 ]",384,20383,154,20153,8,7,3,54,809.5389,3.83,55,818.1889,4.0099487,0,0,4.50163973425308,8.64999999999998,0,"NHB"
"8892594",4,0,980122,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",2506,22505,2599,22598,15,15,1,53,780.23346,3.32,53,787.0135,-1.9500122,0,0,12.7421540516736,6.78003999999999,0,"NHB"
"10299864",8,0,1140811,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",3177,23176,3144,23143,73,0,4,48,719.13684,3.19,49,725.07684,705.88,0,0,3.80331793756626,5.93999999999994,1,"HBNW"
"5863199",4,0,637926,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1679,21678,1652,21651,72,0,1,51,756.68756,7.02,52,768.6376,657.1,0,0,9.1605712238196,11.9500400000001,1,"HBNW"
"7341020",1,0,793532,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2051,22050,2010,22009,0,61,1,32,464.6364,4.27,32,473.83643,511.18,0,0,1.91618192488133,9.20003000000003,1,"HBNW"
"1592086",1,0,197340,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",771,20770,585,20584,0,1,1,47,694.9928,8.68,48,713.8728,86.119995,0,0,47.7493828710468,18.88,1,"HBW"
"5408523",2,0,593548,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1456,21455,1463,21462,42,0,2,28,412.799,3.05,28,420.759,420.16003,0,0,0.907415822486915,7.96000000000004,1,"HBNW"
"7951014",1,0,869812,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2683,22682,2509,22508,0,1,1,16,228.05643,11.3,17,244.54643,313.51,0,0,10.1103029605229,16.49,1,"HBW"
"7127820",15,0,770862,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",1978,21977,2182,22181,9,72,1,37,548.3039,8.6,38,562.4939,8.01001,0,0,5.4060344614435,14.1900000000001,0,"NHB"
"562698",2,0,83602,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",216,20215,216,20215,15,15,1,14,191.83061,0.24,14,192.50061,10.529999,0,0,1.42154958170281,0.669999999999987,0,"NHB"
"5740980",12,0,624528,2,2,1,0,4,4,4,0,0,0,1,0,0,0,0,"[ 2 ]",511,20510,84,20083,5,61,1,21,312.76437,1.86,22,317.60437,3.880005,0,0,25.8737319324073,4.84000000000003,0,"NHB"
"6108181",11,0,662211,3,1,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",146,20145,1566,21565,1,0,1,61,914.61896,28.29,65,950.71893,486.40002,0,0,12.1792198882237,36.09997,1,"HBW"
"2653147",15,0,315948,4,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",306,20305,683,20682,42,0,2,79,1180.556,8.6,80,1200.416,229.34998,0,0,7.08821354531415,19.8599999999999,1,"HBNW"
"7708641",5,0,836468,1,1,1,0,5,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2628,22627,2720,22719,1,73,1,62,923.16815,3.26,62,930.6882,4,0,0,16.1498625464148,7.52005000000008,0,"NHB"
"9562830",1,0,1058656,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2892,22891,2893,22892,0,1,1,20,288.046,3.22,20,295.47598,630.06,0,0,4.76553928541087,7.42998,1,"HBW"
"9845995",18,3,1088441,3,3,3,0,5,1,1,0,2,1,1,0,0,0,0,"[ 3,1,2 ]",2949,22948,2942,22941,0,7,3,60,892.19574,4.85,60,902.25574,110.21997,0,0,5.50093669944154,10.0599999999999,1,"HBNW"
"820065",6,0,112473,1,3,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1362,21361,1360,21359,73,72,1,66,994.7572,1.66,67,998.4772,4.6000366,0,0,14.7423587393213,3.72000000000003,0,"NHB"
"2914569",9,3,342143,2,2,1,0,1,1,1,0,0,0,1,2,0,1,0,"[ 2,5 ]",739,20738,802,20801,0,412,3,21,298.62823,8.11,22,316.75824,0.08999634,0,0,11.8634068254715,18.13001,1,"HBNW"
"6083395",29,0,660098,3,3,3,0,7,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",765,20764,756,20755,8,61,4,69,1022.22296,6.28,70,1034.8729,4.910034,0,0,22.2589977587653,12.6499400000001,0,"NHB"
"7042359",23,2,762686,3,3,2,0,4,2,2,0,1,2,2,0,0,0,0,"[ 2,4,1,3 ]",1988,21987,1973,21972,7,5,4,73,1100.0857,1.64,74,1104.0657,4.300049,0,0,111.116570556443,3.98000000000002,0,"NHB"
"8070823",4,0,884762,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",2506,22505,2610,22609,62,61,2,71,1061.1481,4.51,72,1069.348,5.8200684,0,0,20.7433306363753,8.19989999999984,0,"NHB"
"8499496",6,0,935234,2,2,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 2 ]",2703,22702,2826,22825,15,15,1,21,317.10895,1.87,21,320.71893,173.38,0,0,40.2547952852117,3.60998000000001,0,"NHB"
"8845742",11,0,974605,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",2595,22594,2605,22604,0,3,4,17,253.04985,4.94,18,263.21985,484.83,0,0,4.45983260876353,10.17,1,"HBNW"
"4365141",2,0,487430,1,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",126,20125,386,20385,1,5,1,41,604.0494,1.57,41,608.03937,2.8499756,0,0,5.54962920870936,3.98996999999997,0,"NHB"
"1738581",9,0,214146,3,1,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 3 ]",453,20452,329,20328,61,0,1,65,979.59247,2.67,66,986.96246,448.81,0,0,8.7405750022256,7.36998999999992,1,"HBNW"
"3551178",4,2,402773,1,3,2,0,4,2,2,0,0,0,1,1,0,1,0,"[ 1,3 ]",939,20938,1097,21096,411,411,3,19,270.63046,4.41,19,283.13046,-1.6799927,0,0,0.75598941807385,12.5,0,"NHB"
"6352365",24,0,686790,2,3,5,0,12,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1717,21716,1721,21720,73,0,3,67,987.59784,3.69,67,994.8178,430.17004,0,0,12.2351717513242,7.21996000000001,1,"HBNW"
"6432943",9,0,694902,1,3,2,0,9,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1796,21795,1839,21838,0,9,2,62,922.30493,8.35,63,938.18494,142.40002,0,0,12.2073189118327,15.88001,1,"HBNW"
"5628078",16,0,613510,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",1223,21222,1450,21449,9,72,1,60,895.5256,14.21,62,920.82556,8.119995,0,0,6.56621561033966,25.2999599999999,0,"NHB"
"225001",3,0,37142,2,2,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",227,20226,5,20004,0,1,1,27,393.1676,6.41,27,404.5776,521.07996,0,0,14.4621953517068,11.41,1,"HBW"
"3955696",9,0,444266,1,3,2,0,9,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1127,21126,926,20925,0,42,2,45,663.13354,4.39,45,674.4136,82.91992,0,0,10.1062310532628,11.2800599999999,1,"HBNW"
"10141758",10,0,1124059,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",3107,23106,3095,23094,3,0,17,47,698.9961,9.13,48,714.6061,716.89,0,0,6.40362022388421,15.61,1,"HBNW"
"1951936",1,0,237307,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",649,20648,812,20811,0,1,1,35,515.10345,4.29,35,523.77344,103.82001,0,0,7.79008080175952,8.6699900000001,1,"HBW"
"1211257",23,8,152624,2,3,2,0,8,5,5,0,1,1,2,0,0,0,0,"[ 2,4,1,5,3 ]",127,20126,199,20198,5,5,3,79,1188.3022,1.76,80,1193.0022,3.8200684,0,0,20.869309148226,4.69999999999982,0,"NHB"
"2840314",8,4,334869,1,3,4,0,8,2,2,0,1,1,1,0,0,0,0,"[ 1,7,8,4,6 ]",702,20701,703,20702,9,5,3,56,837.56976,2.52,56,843.17975,26.589966,0,0,6.68610150230978,5.60999000000004,0,"NHB"
"3849766",16,0,432433,2,3,2,0,8,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1143,21142,1096,21095,73,0,1,55,823.938,8.26,56,842.128,3.3500366,0,0,23.9202091961288,18.1900000000001,1,"HBNW"
"136057",9,0,19962,2,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",160,20159,160,20159,1,0,14,39,579.3115,0.32,39,585.71155,331.11,0,0,13.8561366880305,6.40004999999996,1,"HBW"
"8500545",9,0,935338,2,3,2,0,9,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",2804,22803,2429,22428,61,61,3,94,1402.0312,7.4,95,1416.4413,5.3900146,0,0,5.15010027465631,14.4101000000001,0,"NHB"
"3059264",20,5,356573,2,3,3,0,9,5,5,0,1,2,2,0,0,0,0,"[ 1,2 ]",2178,22177,2182,22181,5,5,4,37,537.9108,3.46,37,544.3308,5.5,0,0,8.36611432439745,6.41999999999996,0,"NHB"
"1826688",23,0,223895,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",579,20578,617,20616,3,0,4,50,735.098,4.37,51,744.74805,222.85999,0,0,17.9939108212969,9.65005000000008,1,"HBNW"
"9519539",18,0,1053143,2,3,2,0,6,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",2820,22819,2731,22730,9,62,4,71,1063.8484,15.93,73,1082.2584,18.449951,0,0,4.10968394601299,18.4099999999999,0,"NHB"
"3127296",6,0,362263,2,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",2124,22123,2160,22159,42,15,1,14,207.33774,5.47,15,219.73773,198.27,0,0,34.2640674163064,12.39999,0,"NHB"
"6710911",10,2,727669,2,2,1,0,4,4,4,0,0,0,2,0,1,1,0,"[ 2,4 ]",2058,22057,1873,21872,412,0,2,57,846.5565,6.45,57,861.26654,29.299988,0,0,9.77962963198442,14.7100399999999,1,"HBNW"
"1498980",4,0,186539,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",592,20591,571,20570,5,8,1,65,956.76605,5.94,65,970.43604,3.210022,0,0,3.33777800417824,13.6699900000001,0,"NHB"
"6156949",6,0,667228,2,2,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1716,21715,1583,21582,1,0,1,40,589.3177,4.93,41,596.91766,829.9,0,0,7.16713429200919,7.59996000000001,1,"HBW"
"7413542",7,1,801018,2,3,2,0,3,1,1,0,1,1,1,0,0,0,0,"[ 2,1 ]",2236,22235,2227,22226,0,9,2,56,823.3847,5.48,56,834.0247,108.379944,0,0,18.7552131495246,10.6400000000001,1,"HBNW"
"5520260",19,0,603542,7,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 7 ]",1495,21494,1486,21485,411,72,1,20,285.12744,3.94,20,293.62744,-0.11999512,0,0,18.6530568245486,8.5,0,"NHB"
"4023119",9,0,451623,1,3,2,0,9,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1142,21141,1129,21128,0,42,2,26,373.49692,7.12,26,387.13693,15.099976,0,0,8.81043307860859,13.64001,1,"HBNW"
"2295158",29,0,275603,7,3,3,0,8,2,2,0,0,0,2,0,0,0,0,"[ 7 ]",452,20451,264,20263,42,0,2,87,1300.3306,2.1,87,1305.4906,126.04993,0,0,3.72923335371998,5.16000000000008,1,"HBNW"
"8301198",17,2,911563,4,3,1,0,1,1,1,0,0,0,1,2,0,2,0,"[ 2,4 ]",2715,22714,2713,22712,0,3,4,21,294.9671,2.06,21,300.10712,422.34998,0,0,3.05690759900088,5.14001999999999,1,"HBNW"
"8953606",6,0,987566,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2762,22761,1538,21537,0,8,1,22,315.45706,5.69,22,327.60706,121.56998,0,0,4.68920239102078,12.15,1,"HBNW"
"9813719",1,0,1085198,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2943,22942,2613,22612,0,1,1,21,301.63083,5.53,21,314.60083,609.52,0,0,11.6020078343563,12.97,1,"HBW"
"3192211",3,0,368349,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",160,20159,2134,22133,1,0,1,61,904.8277,23.84,64,931.8177,495.51,0,0,13.7784749911194,26.9899999999999,1,"HBW"
"7191907",7,0,777997,1,3,2,0,7,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",2149,22148,2010,22009,73,0,1,92,1366.4114,8.51,93,1379.5814,43.859985,0,0,24.6837923049435,13.1700000000001,1,"HBNW"
"5284443",8,0,581333,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",474,20473,525,20524,72,1,1,59,873.9547,2.21,59,879.04474,296.83997,0,0,18.7289196140933,5.09004000000004,0,"NHB"
"776824",10,0,108300,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",469,20468,762,20761,0,3,17,20,288.99213,3.63,20,297.11212,456.88,0,0,7.0089259619878,8.11999000000003,1,"HBNW"
"5600096",4,0,611016,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",2728,22727,1525,21524,72,0,1,39,579.63727,8.06,40,591.29724,839.47003,0,0,11.1383077706636,11.65997,1,"HBNW"
"6421823",5,0,693834,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1848,21847,1791,21790,1,0,1,61,908.06445,19.16,64,939.69446,490.87,0,0,15.4225121927088,31.6300100000001,1,"HBW"
"7037126",2,0,762100,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2016,22015,1985,21984,9,62,4,65,967.902,2,66,972.44196,4.460022,0,0,20.3542449324366,4.53995999999995,0,"NHB"
"10003924",1,0,1107447,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",3032,23031,3285,3285,0,1,1,25,356.46255,4.19,25,363.95255,480,0,0,4.65436028386839,7.48999999999995,1,"HBW"
"8923338",1,1,983703,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,3,4 ]",2749,22748,2752,22751,0,412,3,23,330.12234,1.07,23,332.88235,1.3800049,0,0,14.5753053521225,2.76000999999997,1,"HBNW"
"7428987",1,0,802561,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2240,22239,3256,3256,0,1,1,28,409.6206,15.5,30,433.9206,148.19,0,0,24.3478439033467,24.3,1,"HBW"
"1304028",7,0,164932,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",1836,21835,426,20425,2,0,1,83,1243.689,18.26,85,1267.6289,21.060059,0,0,15.9797837657535,23.9398999999999,1,"HBNW"
"6880958",20,4,744783,3,3,3,0,10,2,2,0,2,2,2,0,0,0,0,"[ 1,3,2 ]",1946,21945,1941,21940,6,0,4,55,820.19275,2.5,55,828.19275,2.0200195,0,0,8.48085636699108,8,1,"HBNW"
"5588612",10,0,610185,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",1524,21523,1065,21064,0,3,17,19,283.12302,18.49,21,309.35303,393.77,0,0,21.5890704972611,26.23001,1,"HBNW"
"3811533",1,0,428433,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1084,21083,1146,21145,0,61,3,26,371.59232,3.76,26,379.7723,84.28,0,0,6.56321568294138,8.17998,1,"HBNW"
"7890245",10,0,862710,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",2665,22664,2361,22360,5,5,1,40,597.86884,3.11,41,606.00885,3.079956,0,0,0.632987485627918,8.14001000000007,0,"NHB"
"8637883",2,0,950567,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2491,22490,2733,22732,42,42,2,35,503.70807,7.38,36,518.7181,1.75,0,0,2.09774739024168,15.01003,0,"NHB"
"8284753",12,0,909546,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2809,22808,2934,22933,9,72,1,54,805.51526,3.19,54,812.82526,4.0700073,0,0,28.3551660713193,7.30999999999995,0,"NHB"
"1180923",23,0,149042,4,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 4 ]",515,20514,87,20086,3,0,17,50,739.76105,2.98,50,747.3511,44.919983,0,0,5.99501473699827,7.59005000000002,1,"HBNW"
"944385",11,0,123579,2,2,1,0,6,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",90,20089,502,20501,1,0,1,42,619.81305,15.77,44,646.63306,780.68,0,0,13.8827156814779,26.82001,1,"HBW"
"3675031",4,0,415325,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",1244,21243,1009,21008,8,0,1,31,454.1109,2.37,31,458.8309,970.03,0,0,63.8776229198403,4.71999999999997,1,"HBNW"
"56992",1,0,8206,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",133,20132,346,20345,0,61,5,36,528.4671,0.86,36,552.0271,138.49994,0,0,6.83571150404198,23.5600000000001,1,"HBNW"
"5526257",8,4,604195,1,3,3,0,8,2,2,0,2,2,2,0,0,0,0,"[ 2,1 ]",1427,21426,1501,21500,8,0,4,73,1083.2053,4.18,73,1091.5853,185,0,0,28.2399772170582,8.37999999999988,1,"HBNW"
"4602097",4,0,510728,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1163,21162,3239,3239,0,1,1,11,153.92404,9.09,12,171.13405,395.28,0,0,9.62121574646779,17.21001,1,"HBW"
"10283248",1,0,1138941,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",3141,23140,3179,23178,0,1,1,13,179.45831,6.94,13,189.57831,289.88,0,0,7.37650877727306,10.12,1,"HBW"
"52420",2,0,7630,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",295,20294,383,20382,8,61,1,48,708.64435,5.88,48,716.58435,8.820007,0,0,6.84298787941135,7.93999999999994,0,"NHB"
"6963829",7,0,755217,1,3,1,0,7,7,7,0,0,0,2,0,0,0,0,"[ 1 ]",1959,21958,1963,21962,9,0,1,45,660.04645,2.47,45,670.5864,754.41003,0,0,1.70059063605539,10.53995,1,"HBNW"
"2044815",8,0,247685,2,2,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 2 ]",302,20301,664,20663,15,412,1,48,702.94354,4.7,48,713.34357,4.5999756,0,0,27.8916597631028,10.40003,0,"NHB"
"3220612",19,4,370828,3,3,3,0,9,1,1,0,2,1,1,0,0,0,0,"[ 3,2 ]",2139,22138,2139,22138,0,7,2,46,680.81616,0.81,46,683.0262,126.14996,0,0,16.0890442790189,2.21004000000005,1,"HBNW"
"6713518",7,0,727962,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",149,20148,1874,21873,15,0,3,29,424.59872,5.83,30,437.93872,204.17001,0,0,17.8157805162815,13.34,1,"HBW"
"5281568",3,0,581017,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1051,21050,1722,21721,15,15,1,44,644.1493,33.11,48,680.11926,26.28003,0,0,4.09201500602905,35.96996,0,"NHB"
"7753260",26,2,842307,3,3,3,0,10,2,2,0,1,2,2,0,0,0,0,"[ 1,5,3,6,8 ]",2801,22800,2489,22488,5,0,4,77,1145.7867,9.46,78,1160.5468,269.17004,0,0,26.6447670860077,14.7601,1,"HBNW"
"9499555",3,0,1049963,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",2377,22376,2874,22873,61,0,1,44,641.95966,10.42,45,655.9296,766.88007,0,0,4.08532705407981,13.9699400000001,1,"HBNW"
"3747491",31,0,422155,5,1,1,0,6,4,4,0,0,0,2,0,0,0,0,"[ 5 ]",1072,21071,1072,21071,73,0,1,55,820.73724,0.66,55,822.53723,111.03003,0,0,3.54926748214918,1.79998999999998,1,"HBNW"
"5877706",29,3,639200,4,3,2,0,4,1,1,0,1,2,1,0,0,0,0,"[ 1,2,4,3 ]",1655,21654,463,20462,0,5,4,59,862.8168,3.44,59,871.7168,24.199951,0,0,16.1481027733257,8.90000000000009,1,"HBNW"
"5278677",8,0,580780,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1429,21428,1495,21494,0,9,1,30,439.44684,4.78,30,460.56683,63.23999,0,0,11.9466440966704,21.11999,1,"HBNW"
"10293692",12,0,1140144,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2499,22498,2635,22634,42,9,2,14,200.9426,13.49,16,223.5826,6.3399963,0,0,11.3144534118107,22.64,0,"NHB"
"9399271",18,0,1038332,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",2686,22685,2621,22620,72,8,4,49,729.2674,5.44,50,739.7974,5.3499756,0,0,49.8292910823743,10.5300000000001,0,"NHB"
"5074959",3,0,561863,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1390,21389,1382,21381,0,5,1,33,476.09497,2.63,33,483.96497,73.81,0,0,7.43481514281514,7.87,1,"HBNW"
"8384891",16,3,921423,5,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 1,5 ]",2724,22723,2804,22803,6,5,4,59,886.20575,4.47,60,894.27576,5.869995,0,0,3.83358616958928,8.07001000000002,0,"NHB"
"9254675",58,0,1023028,6,3,2,0,7,1,1,0,0,0,1,0,0,0,0,"[ 6 ]",2659,22658,2640,22639,0,72,4,48,711.91364,2.77,48,717.7036,13.650024,0,0,34.939644242963,5.78996000000006,1,"HBNW"
"5138701",3,1,567840,1,3,2,0,3,1,1,0,0,0,1,1,0,1,0,"[ 1,3 ]",1402,21401,1402,21401,0,411,2,24,338.00565,1.05,24,340.88565,1.2200012,0,0,0.198309431365518,2.88,1,"HBNW"
"10067415",1,0,1115518,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",3071,23070,3304,3304,0,1,1,51,743.90717,17.18,53,773.96716,112.42999,0,0,6.93313501324717,30.0599900000001,1,"HBW"
"9199017",9,0,1016637,3,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",2652,22651,2644,22643,1,0,1,60,894.76996,5.16,61,905.19995,527.07,0,0,9.46975868254361,10.42999,1,"HBW"
"5340083",6,0,586519,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",1401,21400,1404,21403,72,1,1,39,570.59705,3.99,39,579.10706,236.97998,0,0,7.23960737104783,8.51001000000008,0,"NHB"
"5869965",8,0,638538,2,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",467,20466,765,20764,1,5,4,54,800.06696,2.03,54,804.907,76.079956,0,0,10.1851023829644,4.84004000000004,0,"NHB"
"8083117",1,0,886052,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2520,22519,2509,22508,0,5,1,17,234.00859,2.47,17,240.26859,3.680008,0,0,13.8572340825842,6.25999999999999,1,"HBNW"
"10225784",12,0,1132856,3,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",3116,23115,3095,23094,42,42,2,72,1085.1759,9.95,74,1101.6859,5.3900146,0,0,3.65652709976332,16.51,0,"NHB"
"5293845",2,0,582253,2,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",1421,21420,1424,21423,72,3,4,23,330.76752,3.75,23,337.7275,409.39005,0,0,8.19307214630683,6.95998000000003,0,"NHB"
"9011827",7,0,993797,1,3,2,1,7,3,0,3,0,0,2,0,0,0,0,"[ 1 ]",2447,22446,2444,22443,72,1,1,40,587.9495,1.21,40,591.3795,71.5,0,0,16.4984103962303,3.43000000000006,0,"NHB"
"9026934",1,1,995808,1,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,5 ]",2842,22841,2439,22438,0,411,2,14,191.05655,6.53,14,204.68655,1.4299927,0,0,3.2647383472252,13.63,1,"HBNW"
"7565037",39,1,818570,8,3,3,0,7,1,1,0,1,2,1,0,0,0,0,"[ 2,8,10,6,3 ]",2366,22365,2809,22808,0,6,4,80,1187.124,5.53,80,1199.534,1.3300781,0,0,3.3333968452486,12.4100000000001,1,"HBNW"
"632699",25,6,92776,6,3,3,0,5,1,1,0,0,0,1,1,0,1,0,"[ 6,4 ]",389,20388,145,20144,0,411,2,23,322.97772,4.11,23,331.72772,1.4700012,0,0,7.69490479012812,8.75,1,"HBNW"
"7583529",4,0,820929,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",2466,22465,2378,22377,8,0,4,53,788.67694,8,54,800.0269,144.67004,0,0,6.9602990803854,11.34996,1,"HBNW"
"6615126",2,0,716809,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1840,21839,1848,21847,5,0,1,39,581.296,2.31,39,587.056,848.87,0,0,3.56098203528594,5.75999999999999,1,"HBNW"
"8252845",10,0,905839,3,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 3 ]",2485,22484,2342,22341,1,72,14,39,574.4844,0.84,39,591.28436,51.5,0,0,4.07198411876614,16.7999599999999,0,"NHB"
"678551",15,0,98224,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",202,20201,165,20164,5,0,1,57,845.0387,7.25,58,862.0487,41.580017,0,0,30.4441677850421,17.0100000000001,1,"HBNW"
"8519691",2,0,937573,2,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",1406,21405,2703,22702,71,15,1,13,194.36803,7.6,14,207.69803,1.8699951,0,0,3.70879254024297,13.33,0,"NHB"
"5834277",10,0,635017,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1754,21753,1766,21765,72,9,4,75,1106.0736,1.73,75,1110.4436,4.089966,0,0,24.1338816231683,4.37000000000012,0,"NHB"
"4407607",4,0,491637,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1021,21020,583,20582,0,1,1,25,354.14987,13.4,26,371.13986,290.5,0,0,10.5614152580452,16.98999,1,"HBW"
"6750239",11,0,732394,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1892,21891,2115,22114,0,1,1,49,713.72626,24.39,52,742.76624,83.45001,0,0,9.96257188135916,29.03998,1,"HBW"
